CODE_INSEE,NOM,CODE_POSTAL
8249,LAVAL MORENCY,8150
8272,MARANWEZ,8460
8281,MATTON ET CLEMENCY,8110
8288,MESMONT,8270
8293,MOIRY,8370
8298,MONTCY NOTRE DAME,8090
8302,MONTHERME,8800
8304,MONTIGNY SUR MEUSE,8170
8305,MONTIGNY SUR VENCE,8430
8306,MONT LAURENT,8130
8309,MONT ST REMY,8310
8310,MOURON,8250
8321,NEUVILLE DAY,8130
8322,NEUVILLE LES THIS,8090
8326,NOUART,8240
8330,NOVY CHEVRIERES,8300
8332,OCHES,8240
8333,OLIZY PRIMAT,8250
8339,PERTHES,8300
8342,POURU AUX BOIS,8140
8343,POURU ST REMY,8140
8344,PREZ,8290
8347,PUILLY ET CHARBEAUX,8370
8356,REMAUCOURT,8220
8358,REMILLY LES POTHEES,8150
8365,RIMOGNE,8150
8366,ROCQUIGNY,8220
8367,ROCROI,8230
8368,ROIZY,8190
8370,ROUVROY SUR AUDRY,8150
8383,ST JUVIN,8250
8384,ST LAMBERT ET MONT DE JEUX,8130
8386,ST LOUP EN CHAMPAGNE,8300
8392,ST MOREL,8400
8406,SAVIGNY SUR AISNE,8400
8411,SEMUY,8130
8419,SIGNY L ABBAYE,8460
8420,SIGNY LE PETIT,8380
8428,SORCY BAUTHEMONT,8270
8436,TAILLETTE,8230
8437,TAILLY,8240
8440,TARZY,8380
8445,THELONNE,8350
8446,THENORGUES,8240
8457,TOURNES,8090
8463,VAUX EN DIEULET,8240
8465,VAUX LES RUBIGNY,8220
8469,VENDRESSE,8160
8469,VENDRESSE,8160
8471,VERRIERES,8390
8472,VIEL ST REMY,8270
8473,VIEUX LES ASFELD,8190
8479,VILLERS LE TOURNEUR,8430
8481,VILLERS SUR BAR,8350
8485,VILLY,8370
8490,VOUZIERS,8400
8491,VRIGNE AUX BOIS,8330
8494,WADELINCOURT,8200
9002,AIGUES VIVES,9600
9003,L AIGUILLON,9300
9005,ALEU,9320
9006,ALLIAT,9400
9019,ARTIGAT,9130
9031,AXIAT,9250
9032,AX LES THERMES,9110
9039,LA BASTIDE DE BOUSIGNAC,9500
9041,LA BASTIDE DU SALAT,9160
9045,BEDEILHAC ET AYNAT,9400
9062,BORDES UCHENTEIN,9800
9065,BOUSSENAC,9320
9073,CAMARADE,9290
9081,LE CARLARET,9100
9084,CASTEX,9350
9087,CAUSSOU,9250
9093,CELLES,9000
9099,COS,9000
9101,COUSSA,9120
9107,DUN,9600
9113,ERCE,9140
9124,LE FOSSAT,9130
9143,ILLIER ET LARAMADE,9220
9165,LESPARROU,9300
9169,LIMBRASSAC,9600
9174,LOUBIERES,9000
9175,LUDIES,9100
9184,MAUVEZIN DE STE CROIX,9230
9188,MERCUS GARRABET,9400
9189,MERENS LES VALS,9110
9196,MONTAGAGNE,9240
9198,MONTARDIT,9230
9203,MONTELS,9240
9214,MOULIS,9200
9234,PRADIERES,9000
9238,LES PUJOLS,9100
9239,QUERIGUT,9460
9251,ROUMENGOUX,9500
9254,ST AMADOU,9100
9255,ST AMANS,9100
9258,ST FELIX DE RIEUTORD,9120
9260,STE FOI,9500
9261,ST GIRONS,9200
9268,ST LIZIER,9190
9269,ST MARTIN DE CARALP,9000
9279,SALSEIN,9800
9280,SAURAT,9400
9284,SEGURA,9120
9290,SENTEIN,9800
9291,SENTENAC D OUST,9140
9293,SERRES SUR ARGET,9000
9294,SIEURAS,9130
9296,AULOS SINSAT,9310
9300,SOULA,9000
9305,TABRE,9600
9306,TARASCON SUR ARIEGE,9400
9308,TAURIGNAN VIEUX,9190
9309,TEILHET,9500
9311,TIGNAC,9110
9313,TOURTOUSE,9230
9316,TROYE D ARIEGE,9500
9321,USSAT,9400
9326,VEBRE,9310
9334,VAL DE SOS,9220
9335,VILLENEUVE,9800
9336,VILLENEUVE D OLMES,9300
10011,ARRENTIERES,10200
10018,AUXON,10130
10019,VAL D AUZON,10220
10022,AVIREY LINGEY,10340
10029,BALNOT SUR LAIGNES,10110
10031,BARBUISE,10400
10040,BERNON,10130
10041,BERTIGNOLLES,10110
10042,BERULLE,10160
10043,BESSY,10170
10045,BEUREY,10140
10052,BOULAGES,10380
10056,BOUY LUXEMBOURG,10220
10058,BRAGELOGNE BEAUVOIR,10340
10074,CHAMOY,10130
10079,CHANNES,10340
10080,CHAOURCE,10210
10082,CHAPELLE VALLON,10700
10085,CHARMOY,10290
10086,CHARNY LE BACHOT,10380
10091,CHAUDREY,10240
10095,LE CHENE,10700
10097,CHERVEY,10110
10102,COLOMBE LA FOSSE,10200
10104,CORMOST,10800
10106,COURCEROY,10400
10109,COURTENOT,10260
10116,CRESANTIGNES,10320
10119,CUNFIN,10360
10131,DROUPT ST BASLE,10170
10136,EGUILLY SOUS BOIS,10110
10153,FONTAINE MACON,10400
10154,FONTENAY DE BOSSERY,10400
10155,FONTETTE,10360
10159,FRALIGNES,10110
10167,GRANDVILLE,10700
10168,LES GRANGES,10210
10170,GYE SUR SEINE,10250
10176,JAUCOURT,10200
10177,JAVERNANT,10320
10185,LAGESSE,10210
10188,LANTAGES,10210
10192,LENTILLES,10330
10193,LESMONT,10500
10201,LA LOGE POMBLIN,10210
10211,MACEY,10300
10213,MAGNANT,10110
10214,MAGNICOURT,10240
10215,MAGNY FOUCHARD,10140
10216,MAILLY LE CAMP,10230
10223,MARCILLY LE HAYER,10290
10228,MATHAUX,10500
10230,MERGEY,10600
10232,MERREY SUR ARCE,10110
10239,MESNIL SELLIERES,10220
10245,MONTAULIN,10270
10262,NEUVILLE SUR SEINE,10250
10265,LES NOES PRES TROYES,10420
10268,NOGENT SUR SEINE,10400
10274,ORVILLIERS ST JULIEN,10170
10284,PERIGNY LA ROSE,10400
10285,PERTHES LES BRIENNE,10500
10290,PLANTY,10160
10300,POUGY,10240
10306,PROVERVILLE,10200
10315,RANCES,10500
10318,RIGNY LA NONNEUSE,10290
10319,RIGNY LE FERRON,10160
10320,RILLY STE SYRE,10280
10323,ROMILLY SUR SEINE,10100
10326,ROSNAY L HOPITAL,10500
10329,ROUILLY ST LOUP,10800
10329,ROUILLY ST LOUP,10800
10332,RUVIGNY,10410
10336,ST BENOIT SUR SEINE,10180
10339,ST FLAVY,10350
10340,ST GERMAIN,10120
10346,ST LEGER SOUS MARGERIE,10330
10353,ST MESMIN,10280
10356,ST OULPH,10170
10367,LA SAULSOTTE,10400
10368,SAVIERES,10600
10369,SEMOINE,10700
10379,TORCY LE GRAND,10700
10383,TRANCAULT,10290
10391,VAILLY,10150
10397,VAUCHONVILLIERS,10140
10398,VAUCOGNE,10240
10400,VAUPOISSON,10700
10401,VENDEUVRE SUR BARSE,10140
10403,VERNONVILLIERS,10200
10405,VERRICOURT,10240
10410,VILLADIN,10290
10419,VILLEMOYENNE,10260
10420,VILLENAUXE LA GRANDE,10370
10430,VILLIERS HERBISSE,10700
10431,VILLIERS LE BOIS,10210
10436,VINETS,10700
10444,VULAINES,10160
11002,AIROUX,11320
11003,AJAC,11300
11004,ALAIGNE,11240
11005,ALAIRAC,11290
11006,ALBAS,11360
11009,ALZONNE,11170
11017,ARTIGUES,11140
11020,AURIAC,11330
11039,LA BEZOLE,11300
11046,BOURIGEOLE,11300
11051,BREZILHAC,11270
11056,CABRESPINE,11160
11061,CAMBIEURE,11240
11068,CAPENDU,11700
11069,CARCASSONNE,11000
11073,CASSAIGNES,11190
11074,LES CASSES,11320
11082,CAUNETTE SUR LAUQUET,11250
11090,CEPIE,11300
11091,CHALABRE,11230
11094,CLERMONT SUR LAUQUET,11250
11095,COMIGNE,11700
11104,COUNOZOULS,11140
11110,COUSTOUGE,11220
11114,CUMIES,11410
11115,CUXAC CABARDES,11390
11116,CUXAC D AUDE,11590
11119,LA DIGNE D AMONT,11300
11122,DOUZENS,11700
11126,ESCALES,11200
11130,ESPEZEL,11340
11135,LA FAJOLLE,11140
11139,FENOUILLET DU RAZES,11240
11141,FERRAN,11240
11142,FESTES ET ST ANDRE,11300
11149,FONTERS DU RAZES,11400
11150,FONTIERS CABARDES,11390
11152,FONTJONCOUSE,11360
11155,FOURTOU,11190
11163,GINCLA,11140
11170,GRUISSAN,11430
11179,LABASTIDE EN VAL,11220
11183,LADERN SUR LAUQUET,11250
11188,LA PALME,11480
11189,LAPRADE,11390
11202,LEUCATE,11370
11206,LIMOUX,11300
11212,MAILHAC,11120
11216,MALVIES,11300
11233,MIREPEISSET,11120
11234,MIREVAL LAURAGAIS,11400
11235,MISSEGRE,11580
11244,MONTFORT SUR BOULZANE,11140
11248,MONTIRAT,11800
11251,VAL DE DAGNE,11220
11270,PADERN,11350
11274,PAULIGNE,11300
11276,PAZIOLS,11350
11285,PEYRIAC DE MER,11440
11304,QUILLAN,11500
11305,QUINTILLAN,11360
11313,RICAUD,11400
11321,ROQUEFORT DE SAULT,11140
11323,ROQUETAILLADE ET CONILHAC,11300
11335,STE COLOMBE SUR GUETTE,11140
11337,ST COUAT D AUDE,11700
11342,ST FRICHOUX,11800
11345,ST JEAN DE BARROU,11360
11346,ST JEAN DE PARACOL,11260
11353,ST MARCEL SUR AUDE,11120
11354,ST MARTIN DES PUITS,11220
11362,ST PAULET,11320
11369,SALLELES D AUDE,11590
11371,SALLES SUR L HERS,11410
11372,SALSIGNE,11600
11375,SEIGNALENS,11240
11383,SOUILHE,11400
11389,TERROLES,11580
11390,THEZAN DES CORBIERES,11200
11397,TREBES,11800
11401,TUCHAN,11350
11407,VERDUN EN LAURAGAIS,11400
11408,VERZEILLE,11250
11427,VILLELONGUE D AUDE,11300
11428,VILLEMAGNE,11310
11432,VILLENEUVE LES MONTREAL,11290
11434,VILLEPINTE,11150
11436,VILLESEQUE DES CORBIERES,11360
12002,AGUESSAC,12520
12015,AURIAC LAGAST,12120
12018,BALAGUIER D OLT,12260
12019,BALAGUIER SUR RANCE,12380
12029,BOR ET BAR,12270
12032,BOUSSAC,12160
12034,BRANDONNET,12350
12042,CALMELS ET LE VIALA,12400
12046,CAMJAC,12800
12048,CAMPOURIEZ,12140
12056,BARAQUEVILLE,12160
12058,CASSUEJOULS,12210
12063,LA CAVALERIE,12230
12076,CONQUES EN ROUERGUE,12320
12088,CURIERES,12210
12095,ESCANDOLIERES,12390
12100,FIRMI,12300
12107,GAILLAC D AVEYRON,12310
12108,GALGAN,12220
12111,GOUTRENS,12390
12118,LACROIX BARREZ,12600
12121,LANUEJOULS,12350
12125,LAVAL ROQUECEZIERE,12380
12130,LIVINHAC LE HAUT,12300
12133,LUC LA PRIMAUBE,12450
12134,LUGAN,12220
12135,LUNAC,12270
12145,MILLAU,12100
12156,MONTPEYROUX,12210
12157,MONTROZIER,12630
12157,MONTROZIER,12630
12160,MOSTUEJOULS,12720
12172,LE NAYRAC,12190
12174,OLEMPS,12510
12182,PIERREFICHE,12130
12189,PRADINAS,12240
12200,RIVIERE SUR TARN,12640
12202,RODEZ,12000
12206,ROUSSENNAC,12220
12213,ST BEAUZELY,12620
12220,STE EULALIE DE CERNON,12230
12223,ARGENCES EN AUBRAC,12420
12224,ST GENIEZ D OLT ET D AUBRAC,12130
12227,ST IGEST,12260
12229,ST JEAN D ALCAPIES,12250
12236,ST LAURENT DE LEVEZOU,12620
12238,ST LEONS,12780
12239,ST MARTIN DE LENNE,12130
12244,ST ROME DE TARN,12490
12246,ST SANTIN,12300
12250,ST SYMPHORIEN DE THENIERES,12460
12250,ST SYMPHORIEN DE THENIERES,12460
12257,CAUSSE ET DIEGE,12700
12270,SEVERAC D AVEYRON,12150
12280,THERONDELS,12600
12283,TREMOUILLES,12290
12284,LE TRUEL,12430
12298,VILLECOMTAL,12580
12307,CURAN,12410
13004,ARLES,13200
13005,AUBAGNE,13400
13007,AURIOL,13390
13016,LA BOUILLADISSE,13720
13022,CASSIS,13260
13023,CEYRESTE,13600
13025,CHATEAUNEUF LE ROUGE,13790
13032,EGUILLES,13510
13033,ENSUES LA REDONNE,13820
13040,FUVEAU,13710
13040,FUVEAU,13710
13043,GIGNAC LA NERTHE,13180
13056,MARTIGUES,13500
13060,MEYREUIL,13590
13062,MIMET,13105
13071,LES PENNES MIRABEAU,13170
13076,PLAN D ORGON,13750
13084,LA ROQUE D ANTHERON,13640
13085,ROQUEFORT LA BEDOULE,13830
13089,ST ANDIOL,13670
13092,ST CHAMAS,13250
13100,ST REMY DE PROVENCE,13210
13107,SIMIANE COLLONGUE,13109
13109,LE THOLONET,13100
13114,VENTABREN,13122
13116,VERQUIERES,13670
13117,VITROLLES,13127
13118,COUDOUX,13111
13203,MARSEILLE 03,13003
13205,MARSEILLE 05,13005
13211,MARSEILLE 11,13011
13215,MARSEILLE 15,13015
14003,AGY,14400
14006,AMAYE SUR ORNE,14210
14012,ANGERVILLE,14430
14027,LES MONTS D AUNAY,14260
14027,LES MONTS D AUNAY,14260
14027,LES MONTS D AUNAY,14260
14027,LES MONTS D AUNAY,14770
14034,AVENAY,14210
14038,BANVILLE,14480
14045,BASSENEVILLE,14670
14047,BAYEUX,14400
14050,LA BAZOQUE,14490
14061,SOULEUVRE EN BOCAGE,14350
14061,SOULEUVRE EN BOCAGE,14350
14061,SOULEUVRE EN BOCAGE,14350
14061,SOULEUVRE EN BOCAGE,14350
14061,SOULEUVRE EN BOCAGE,14350
14078,BLAY,14400
14090,BOULON,14220
14097,BRETTEVILLE LE RABET,14190
14101,BRETTEVILLE SUR ODON,14760
14102,LE BREUIL EN AUGE,14130
14103,LE BREUIL EN BESSIN,14330
14104,LE BREVEDENT,14130
14106,BREVILLE LES MONTS,14860
14125,CAMBES EN PLAINE,14610
14126,CAMBREMER,14340
14126,CAMBREMER,14340
14126,CAMBREMER,14340
14131,CANAPVILLE,14800
14132,CANCHY,14230
14141,CASTILLON EN AUGE,14140
14143,CAUMONT SUR AURE,14240
14145,CAUVICOURT,14190
14149,CESNY AUX VIGNES,14270
14150,CESNY LES SOURCES,14220
14172,COMMES,14520
14174,CONDE EN NORMANDIE,14770
14182,CORMOLAIN,14240
14195,COURVAUDON,14260
14214,CUSSY,14400
14231,BEAUFOUR DRUVAL,14340
14231,BEAUFOUR DRUVAL,14340
14236,ELLON,14250
14245,ERNES,14270
14246,ESCOVILLE,14850
14249,ESQUAY NOTRE DAME,14210
14254,ETERVILLE,14930
14266,FEUGUEROLLES BULLY,14320
14270,FIRFOL,14100
14276,FONTAINE LE PIN,14190
14277,FONTENAY LE MARMION,14320
14278,FONTENAY LE PESNEL,14250
14282,FOULOGNES,14240
14286,FOURNEVILLE,14600
14288,LE FRESNE CAMILLY,14480
14291,FRESNEY LE VIEUX,14220
14293,FUMICHON,14590
14305,GONNEVILLE SUR MER,14510
14312,GRANDCAMP MAISY,14450
14329,HEULAND,14430
14336,HOTTOT LES BAGUES,14250
14342,ISIGNY SUR MER,14230
14342,ISIGNY SUR MER,14230
14352,LANDELLES ET COUPIGNY,14380
14357,TERRES DE DRUANCE,14770
14366,LISIEUX,14100
14371,LIVAROT PAYS D AUGE,14140
14371,LIVAROT PAYS D AUGE,14140
14375,LES LOGES SAULCES,14700
14377,LONGUES SUR MER,14400
14381,LOUVAGNY,14170
14401,MANVIEUX,14117
14402,LE MARAIS LA CHAPELLE,14620
14406,MOULINS EN BESSIN,14480
14408,MAY SUR ORNE,14320
14411,MESLAY,14220
14425,LE MESNIL SIMON,14140
14431,MEZIDON VALLEE D AUGE,14140
14431,MEZIDON VALLEE D AUGE,14270
14469,NORREY EN AUGE,14620
14473,NOTRE DAME DE LIVAYE,14340
14475,VAL D ARRY,14210
14475,VAL D ARRY,14210
14476,OLENDON,14170
14491,PARFOURU SUR ODON,14310
14502,PIERREPONT,14690
14506,PLANQUERY,14490
14514,PONT L EVEQUE,14130
14524,PUTOT EN AUGE,14430
14527,BELLE VIE EN AUGE,14270
14527,BELLE VIE EN AUGE,14340
14529,RANCHY,14400
14530,RANVILLE,14860
14533,REPENTIGNY,14340
14534,REUX,14130
14538,CASTINE EN PLAINE,14540
14542,ROSEL,14740
14547,RUBERCY,14710
14552,RYES,14400
14558,ST AUBIN D ARQUENAY,14970
14563,ST BENOIT D HEBERTOT,14130
14570,VALORBIQUET,14290
14570,VALORBIQUET,14290
14576,VAL DE VIE,14140
14586,ST GERMAIN DU PERT,14230
14590,STE HONORINE DE DUCY,14240
14595,ST JEAN DE LIVET,14100
14601,ST JULIEN SUR CALONNE,14130
14610,ST MANVIEU NORREY,14740
14613,ST MARCOUF,14330
14614,STE MARGUERITE D ELLE,14330
14619,STE MARIE OUTRE L EAU,14380
14630,ST MARTIN DES ENTREES,14400
14654,ST PIERRE EN AUGE,14140
14668,SAONNET,14330
14672,VAL DE DROME,14240
14672,VAL DE DROME,14240
14672,VAL DE DROME,14350
14677,SOULANGY,14700
14679,SUBLES,14400
14681,SURRAIN,14710
14700,TOUR EN BESSIN,14400
14715,TROUVILLE SUR MER,14360
14723,VALSEME,14340
14724,VARAVILLE,14390
14728,VAUCELLES,14400
14731,VAUVILLE,14800
14733,VAUX SUR SEULLES,14400
14735,VENDEUVRE,14170
14759,VILLY LEZ FALAISE,14700
14761,VIMONT,14370
14762,VIRE NORMANDIE,14500
14762,VIRE NORMANDIE,14500
14764,PONT D OUILLY,14690
15006,ANGLARDS DE SALERS,15380
15007,ANTERRIEUX,15110
15009,APCHON,15400
15013,AURIAC L EGLISE,15500
15018,BARRIAC LES BOSQUETS,15700
15025,ALBEPIERRE BREDONS,15300
15034,CHALIERS,15320
15038,CHAMPS SUR TARENTAINE MARCHAL,15270
15041,LA CHAPELLE D ALAGNON,15300
15055,COREN,15100
15057,CROS DE MONTVERT,15150
15061,DIENNE,15300
15072,FREIX ANGLARDS,15310
15085,LABROUSSE,15130
15090,LAFEUILLADE EN VEZIE,15130
15092,LANOBRE,15270
15093,LAPEYRUGUE,15120
15100,LAVEISSENET,15300
15101,LAVEISSIERE,15300
15104,LEYNHAC,15600
15105,LEYVAUX,43450
15108,VAL D ARCOMIE,15320
15120,MAURIAC,15200
15126,MOLEDES,15500
15131,LE MONTEIL,15240
15141,NEUSSARGUES EN PINATELLE,15170
15142,NEUVEGLISE SUR TRUYERE,15100
15147,PARLAN,15290
15153,PLEAUX,15700
15153,PLEAUX,15700
15153,PLEAUX,15700
15156,PRUNET,15130
15159,RAULHAC,15800
15164,ROFFIAC,15100
15166,ROUMEGOUX,15290
15169,SAIGNES,15240
15173,ST BONNET DE CONDAT,15190
15179,ST CIRGUES DE MALBERT,15140
15180,ST CLEMENT,15800
15182,ST ETIENNE CANTALES,15150
15185,ST ETIENNE DE CHOMEIL,15400
15198,STE MARIE,15230
15204,ST PAUL DES LANDES,15250
15218,ST VINCENT DE SALERS,15380
15222,SANSAC VEINAZES,15120
15223,SAUVAT,15240
15226,SENEZERGUES,15340
15233,TEISSIERES DE CORNET,15250
15236,THIEZAC,15800
15246,VALETTE,15400
15253,VERNOLS,15160
15257,VEZELS ROUSSY,15130
15269,BESSE,15140
16003,AGRIS,16110
16008,AMBERAC,16140
16013,ANGEAC CHARENTE,16120
16015,ANGOULEME,16000
16016,ANSAC SUR VIENNE,16500
16020,AUBETERRE SUR DRONNE,16390
16023,AUNAC SUR CHARENTE,16460
16025,BAIGNES STE RADEGONDE,16360
16028,BARBEZIEUX ST HILAIRE,16300
16031,BARRO,16700
16039,BERNAC,16700
16046,COTEAUX DU BLANZACAIS,16250
16048,BOISBRETEAU,16480
16050,BONNEUIL,16120
16055,BOUEX,16410
16059,BRETTES,16240
16064,BRIGUEUIL,16420
16074,CHALLIGNAC,16300
16079,CHANTILLAC,16360
16082,BOISNE LA TUDE,16320
16082,BOISNE LA TUDE,16320
16085,CHASSENEUIL SUR BONNIEURE,16260
16088,CHASSORS,16200
16089,CHATEAUBERNARD,16100
16097,CHERVES RICHEMONT,16370
16101,CLAIX,16440
16104,CONDAC,16700
16106,CONFOLENS,16500
16110,COURCOME,16240
16124,ECURAS,16220
16135,EYMOUTHIERS,16220
16136,LA FAYE,16700
16140,FONTCLAIREAU,16230
16145,FOUSSIGNAC,16200
16146,GARAT,16410
16160,GUIMPS,16300
16163,HIERSAC,16290
16164,HIESSE,16490
16166,L ISLE D ESPAGNAC,16340
16167,JARNAC,16200
16175,VAL DES VIGNES,16250
16175,VAL DES VIGNES,16250
16177,LADIVILLE,16120
16180,LAPRADE,16390
16181,LESSAC,16500
16184,LICHERES,16460
16191,LONNES,16230
16192,TERRES DE HAUTE CHARENTE,16270
16200,MAINE DE BOIXE,16230
16204,BELLEVIGNE,16120
16207,MARCILLAC LANVILLE,16140
16208,MAREUIL,16170
16209,MARILLAC LE FRANC,16110
16210,MARSAC,16570
16217,MERPINS,16100
16230,MONTMOREAU,16190
16232,MORNAC,16600
16239,MOUZON,16310
16241,NANCLARS,16230
16242,NANTEUIL EN VALLEE,16700
16250,ORGEDEUIL,16220
16252,ORIVAL,16210
16260,PILLAC,16390
16267,POULLIGNAC,16190
16280,RIVIERES,16110
16281,LA ROCHEFOUCAULD EN ANGOUMOIS,16110
16284,ROUFFIAC,16210
16285,ROUGNAC,16320
16287,ROULLET ST ESTEPHE,16440
16293,ST ADJUTORY,16310
16301,ST AULAIS LA CHAPELLE,16300
16310,ST COUTANT,16350
16329,ST LAURENT DE CERIS,16450
16337,ST MAURICE DES LIONS,16500
16339,VAL D AUGE,16170
16341,ST MICHEL,16470
16347,ST ROMAIN,16210
16348,ST SATURNIN,16290
16365,SAUVIGNAC,16480
16372,SOUFFRIGNAC,16380
16381,THEIL RABIER,16240
16393,VARS,16330
16397,VERDILLE,16140
16398,VERNEUIL,16310
16399,VERRIERES,16130
16400,VERTEUIL SUR CHARENTE,16510
16403,LE VIEUX CERIER,16350
16406,MOULINS SUR TARDOIRE,16110
16408,VILLEBOIS LAVALETTE,16320
16421,VOUTHON,16220
16422,VOUZAN,16410
17006,ALLAS CHAMPAGNE,17500
17018,ARDILLIERES,17290
17022,ASNIERES LA GIRAUD,17400
17024,AULNAY,17470
17025,AUMAGNE,17770
17026,AUTHON EBEON,17770
17027,AVY,17800
17044,BERNEUIL,17460
17046,BIGNAY,17400
17049,BLANZAY SUR BOUTONNE,17470
17054,BORESSE ET MARTRON,17270
17055,BOSCAMNANT,17360
17058,BOURCEFRANC LE CHAPUS,17560
17062,BRESDON,17490
17065,BREUIL MAGNE,17870
17081,CHAMOUILLAC,17130
17084,CHAMPAGNOLLES,17240
17093,LE CHATEAU D OLERON,17480
17093,LE CHATEAU D OLERON,17480
17093,LE CHATEAU D OLERON,17480
17094,CHATELAILLON PLAGE,17340
17095,CHATENET,17210
17101,CHERBONNIERES,17470
17108,CLAM,17500
17109,CLAVETTE,17220
17124,COURANT,17330
17125,COURCELLES,17400
17126,COURCERAC,17160
17127,COURCON,17170
17134,CRAZANNES,17350
17139,DOEUIL SUR LE MIGNON,17330
17142,DOMPIERRE SUR MER,17139
17142,DOMPIERRE SUR MER,17139
17146,ECHILLAIS,17620
17151,L EGUILLE,17600
17152,EPARGNES,17120
17155,ETAULES,17750
17160,FLOIRAC,17240
17166,FORGES,17290
17173,LA GENETOUZE,17360
17176,GIBOURNE,17160
17179,LES GONDS,17100
17187,GUITINIERES,17500
17190,L HOUMEAU,17137
17195,LA JARRIE AUDOUIN,17330
17202,LANDES,17380
17203,LANDRAIS,17290
17204,LEOVILLE,17500
17208,LONGEVES,17230
17209,LONZAC,17520
17210,LORIGNAC,17240
17218,MARANS,17230
17219,MARENNES HIERS BROUAGE,17320
17221,MARSAIS,17700
17222,MARSILLY,17137
17226,MAZERAY,17400
17227,MAZEROLLES,17800
17236,MIRAMBEAU,17150
17237,MOEZE,17780
17252,LE MUNG,17350
17254,NACHAMPS,17380
17256,NANTILLE,17770
17271,PAILLE,17470
17290,PRIGNAC,17160
17291,PUILBOREAU,17138
17295,REAUX SUR TREFLE,17500
17296,RETAUD,17460
17297,RIVEDOUX PLAGE,17940
17300,LA ROCHELLE,17000
17302,ROMEGOUX,17250
17304,ROUFFIAC,17800
17315,ST CHRISTOPHE,17220
17325,ST DIZANT DU GUA,17240
17328,ST FORT SUR GIRONDE,17240
17331,ST GENIS DE SAINTONGE,17240
17334,ST GEORGES DE LONGUEPIERRE,17470
17342,ST GERMAIN DU SEUDRE,17240
17345,ST HILAIRE DU BOIS,17500
17351,ST JUST LUZAC,17320
17353,ST LAURENT DE LA PREE,17450
17357,ST MAIGRIN,17520
17361,ST MARTIAL,17330
17363,ST MARTIAL DE VITATERNE,17500
17366,ST MARTIN DE COUX,17360
17367,ST MARTIN DE JUILLERS,17400
17369,ST MARTIN DE RE,17410
17375,ST NAZAIRE SUR CHARENTE,17780
17385,ST PIERRE D OLERON,17310
17386,ST PIERRE DU PALAIS,17270
17389,STE RADEGONDE,17250
17398,ST SEURIN DE PALENNE,17800
17401,ST SEVERIN SUR BOUTONNE,17330
17402,ST SIGISMOND DE CLERMONT,17240
17404,ST SIMON DE PELLOUAILLE,17260
17406,ST SORNIN,17600
17407,STE SOULLE,17220
17407,STE SOULLE,17220
17408,ST SULPICE D ARNOULT,17250
17409,ST SULPICE DE ROYAN,17200
17411,ST TROJAN LES BAINS,17370
17421,SAUJON,17600
17424,SEMOUSSAC,17150
17428,SONNAC,17160
17430,SOUBRAN,17150
17436,TAILLEBOURG,17350
17447,LE THOU,17290
17448,TONNAY BOUTONNE,17380
17451,LES TOUCHES DE PERIGNY,17160
17452,LA TREMBLADE,17390
17461,VAUX SUR MER,17640
17465,LA VERGNE,17400
17472,VILLEDOUX,17230
17476,VILLEXAVIER,17500
17479,VIROLLET,17260
17480,VIRSON,17290
17482,VOUHE,17700
17484,PORT DES BARQUES,17730
17485,LE GRAND VILLAGE PLAGE,17370
18003,LES AIX D ANGILLON,18220
18009,ARCOMPS,18200
18013,ARPHEUILLES,18200
18015,AUBIGNY SUR NERE,18700
18016,AUBINGES,18220
18020,BANNAY,18300
18024,BEDDES,18370
18031,BLET,18350
18033,BOURGES,18000
18035,BRECY,18220
18042,LA CELLE,18200
18046,CHAMBON,18190
18050,LA CHAPELLE ST URSIN,18570
18051,LA CHAPELOTTE,18250
18054,CHARLY,18350
18059,LE CHATELET,18170
18065,CHEZAL BENOIT,18160
18080,CROISY,18350
18082,CUFFY,18150
18087,DUN SUR AURON,18130
18088,ENNORDRES,18380
18089,EPINEUIL LE FLEURIEL,18360
18100,GENOUILLY,18310
18101,GERMIGNY L EXEMPT,18150
18102,GIVARDON,18600
18103,GRACAY,18310
18105,GRON,18800
18117,JARS,18260
18121,LANTAN,18130
18125,LERE,18240
18128,LIMEUX,18120
18132,LUGNY CHAMPAGNE,18140
18134,LURY SUR ARNON,18120
18136,MARCAIS,18170
18139,MARSEILLES LES AUBIGNY,18320
18143,MENETOU COUTURE,18320
18145,MENETOU SALON,18510
18147,MENETREOL SUR SAULDRE,18700
18150,MERY SUR CHER,18100
18153,MORLAC,18170
18154,MORNAY BERRY,18350
18155,MORNAY SUR ALLIER,18600
18165,NEUVY SUR BARANGEON,18330
18168,LE NOYER,18260
18171,ORCENAIS,18200
18172,ORVAL,18200
18178,LA PERCHE,18200
18180,PLAIMPIED GIVAUDINS,18340
18182,POISIEUX,18290
18185,PRESLY,18380
18186,PREUILLY,18120
18187,PREVERANGES,18370
18188,PRIMELLES,18400
18198,ST AMBROIX,18290
18204,ST DENIS DE PALIN,18130
18206,ST ELOY DE GY,18110
18215,ST HILAIRE DE GONDILLY,18350
18217,ST JEANVRIN,18370
18225,ST MAUR,18270
18236,ST SYMPHORIEN,18190
18241,SANCERRE,18300
18242,SANCOINS,18600
18252,SIDIAILLES,18270
18258,SURY EN VAUX,18300
18262,THAUVENAY,18300
18263,THENIOUX,18100
18265,TORTERON,18320
18266,TOUCHAY,18160
18267,TROUY,18570
18275,VEREAUX,18600
18280,VIGNOUX SOUS LES AIX,18110
